,text,complaint_id,complaint_title
139,apply home mortgage everything approve start look house put one offer accept find another go tell company lose approval could get back thdey know happen figure waiting day hear anything,mc_3,FHA mortgage
140,spend last month contract house preapprove financing purchase clear inspection appraisal structural engineering report everything suppose good go finally end line close lender notify underwriter would accept state enough comp support loan talk appraiser believe need change stick able thousand dollar various fee,mc_3,FHA mortgage
141,copy email send money source write receive response legal add property tax escrow go amount correct final doc prior refinance taxis year speak representative say adjust reflect call today state someone overrode,mc_3,FHA mortgage
142,loan originally x believe take servicing part think unfortunately go divorce loannote default sell back within month time fci lender service confuse find assignment transfer deed record want info reach apply mod familiar mortgage reconciliation attorney know company must file notice unable anything correspondence send afraid call scamme,mc_3,FHA mortgage
143,would like place complaint chase bank house default initially owe start refuse take payment mortgage send return try since time work loan modification provider battling past year spend money various type agency go also non pay well come solution still yet wait positive response toward offer help give fight,mc_1,Conventional fixed mortgage
144,previously submit complaint wells fargo nothing resolve time try ask question clarification document need either totally unresponsive tell talk realtor deal six month offer home proactive anything spoc call update basically last send proof give information short sale process indicate actually issue,mc_3,FHA mortgage
145,wife pursue short sale house interestonly period adjust property long afford mortgage value depreciate point worth near owe start process buyer willing pay full amount real estate representative calculate fair market price paperwork together finance prepared change hand sls resubmitte everything diligent closing date move three time ready cause resecure original agreement expire inspection appraisal follow assume,mc_0,Conventional adjustable mortgage (ARM)
146,receive adverse action notification apply loan make inquiry rate agent say would investigate could get well several attempt contact respond prepare move forward company day later email,mc_4,VA mortgage
147,fall behind mortgage phh service make payment agreement due however go lock website method also phone attempt call servicer leave least two message return something tell business practice ok would people need send check certify mail,mc_4,VA mortgage
148,receive urgent notice mortgage official look envelop unsolicited indicate marketing flyer refer guideline change select reduction progarm low monthly payment significantly turn untrue assume would pay fix rate loan variable however much well amount signficantly compare current letter alarm deceptive feel predatory design fine print see solicitation tactic type regulatory reform intend eliminate,mc_0,Conventional adjustable mortgage (ARM)
149,recently find city mortgage national default foreclose property illegally correspond citi modification give detail pertain finance time ask validate debt reason entity call mention loan sell send payment ignore paper work supposedly need report asap correct matter immediately,mc_0,Conventional adjustable mortgage (ARM)
150,attempt modification submit paperwork try get nationstar phone impossible every transfer area call drop purposely avoid work customer,mc_1,Conventional fixed mortgage
151,mortgage company sell loan roundpoint since insist arrear due money owe catch payment lenderlive although apparently beg differ get communicate certainly big problem try charge late fee pay straighten debt error awesomely bad customer service call several time person speak nice idea true history bookkeepe confusing discuss past amount hanging tell something different every,mc_4,VA mortgage
152,apply loan amerisave mortgage require supply credit card appraisal ever get good faith estimate gfe essentially perform bait switch ask additional item state federal law attempt charge even eroneous fee pad bottom line,mc_1,Conventional fixed mortgage
153,jp morgan chase admit make error regard assignment mortgage also communication tactic state message leave via voice mail claim previous day legal owner say number could possibly reflect personal information account disseminate incorrect party contact prior complaint note possession certify check receipt issue payment several financial institution able obtain exact copy va streamline application send hereby provide concrete proof second subordinate,mc_4,VA mortgage
154,seek help mortgage company refuse avoid foreclosure month since lay bmo harris bank tell go modify loan several review working good interest investor familyplease,mc_0,Conventional adjustable mortgage (ARM)
155,currently try refinance freedom mortgage take monthsmy husband good credit income necessary equity home never late single payment yet give hard time already long want fha pmi concern purposefully drag clearly issue company wish go local bank could loan month ago pay appraisal say week every past several fear end,mc_1,Conventional fixed mortgage
156,go series unfortunate event make fall behind mortgage try modify many time even court modification pay original amount last resource short sale approval letter realty tell fail understand wells fargo really want lose house foreclosure realtor buyer money ready close one year bank paperwork ask week like month,mc_3,FHA mortgage
157,buy house ri loan sell refinance couple time decrease appraise value reasonably stable location face deprecation real estate investment current lender get pay every single month expand rid pmi decent income frozen believe bubble market original appraisal inflate lending institution act gregariously bring suit advisable seek legal counsel first sovereign bank,mc_2,Conventional home mortgage
158,file complaint consumer financial protection bureau indicate paperwork hamp program rounpoint mortgage servicing corporation inc receive reply also work organization public assistance drive county sheriff office fiance unrelated case serve foreclosure paper,mc_3,FHA mortgage
159,loan officer ameriserve contact result disclose financial info verbally via electronic transfer questionnaire due credit score value ratio quite low issue term agreement statement show point actual application submit require signature change high quote opinion bait switch tactic verify another lender would occur time period client qualification also charge home appraisal never complete call appraiser inform receive initial order transaction answer phone return,mc_2,Conventional home mortgage
160,attempt short sale nationstar mortgage change lock home force utility name supposedly winterize pipe freeze flood completely gutte since sue negligence theyb utitlitiesn never put require insurance receive offer accept could remain fund cover keep tell tghen party problem report foreclosure ability sell take away,mc_0,Conventional adjustable mortgage (ARM)
161,money source change new webbase mortgage management system require everyone reregister account number banking information include reinputte schedule payment nothing show regular drawdown would occur response email clarify whether resubmit result charge double overdraft primary bank fee conversation refuse accept responsibility lack clarity already assert sign automatic withdrawal true,mc_3,FHA mortgage
162,current subprime mortgage provider ocwen day grace period pay without late fee however available due date order online charge try mail payment avoid always claim receive make bad free,mc_0,Conventional adjustable mortgage (ARM)
163,ocwen loan servici ng mess escrow account increase payment approx per month cause single mother minor child go foreclosure repeatedly fill rma modification request time fact finally literally year send rmas beg constantly title home affordable agreement incorrect amount owe say approximately th e original pay prior even though claim wrong accept anyway save family ask correct balloon attach end,mc_2,Conventional home mortgage
164,make mistake ask refinance condo get prompt reply phone begin process agree rate year fix fill form print send back could receive request copy paper document realize go ever amerisave email canceling,mc_1,Conventional fixed mortgage
165,receive mail delinquent property tax notice county amount include penalty daughter live also state must pay avoid advertisement lien purchase house time month payment per account deduct proceed taxis settlement statement item g line cost however appear bill never penny mac escrow fact money still sit become,mc_3,FHA mortgage
166,take mortgage time p homeowner insurance property taxis come approx since increase year go base calculation put buy house need pmi overcharge every month call suntrust yet receive back explain discrepancy,mc_1,Conventional fixed mortgage
167,submit loan modification deny say option short sale hafa qualified send letter ask list house price approve tell postpone date complete marketing period agent inform try contact negotiator response could understand paper show help,mc_0,Conventional adjustable mortgage (ARM)
168,pay mortgage send amount payoff letter specialized loan servicing escrow balance due full refund taxis yet also interest partial claim wire short verify via approximately per diem several call result nothing except run around hang u ps erroneous response still proper,mc_2,Conventional home mortgage
169,lender tell approve home loan week close schedule lawyer renew contingency contract since believe move closing date x finally day get disapprove restructure convinced pay high rate fha trying apply earnest money invest worth able back dismayed know try let amount mislead us first place,mc_3,FHA mortgage
170,wife approve home loan interlinc mortgage service tx schedule close wednesday today send email state full proceed final walkthrough property provide time meet title company call long reason last minute denial current rent forclosure payment make management show approval stop pay due however still revoke cause lose dream please help,mc_4,VA mortgage
171,mortgage payment land sps go complete loan modification send document different time call confirm receipt one occasion application speak numerous supervisor staff put hold minute response manager say provide need get letter state enough information review approve would escalate process ombudsman three last conversation thursday advise indeed back receive yet email documentation people date addition record,mc_0,Conventional adjustable mortgage (ARM)
172,purchase home loan bank sell mortgage company call nationstar occur property taxis due pay escrow never give check compensation failure discover fact go process refinance account cause hundred dollar fee accumulate since ultimately responsible include charge attempt resolve issue nightmare receive part wait final balance close,mc_4,VA mortgage
173,loan purchase green tree since make terrible error escrow account try charge homeowner insurance pay raise monthly payment per month contact inform refuse listen physically agent phone explain mortgage company never receive recent correspondence policy due say would check take day correct finally word yet still bill show past mailed late year,mc_1,Conventional fixed mortgage
174,contractor hire repair collapse deck cash insurance check issue ocwen loan servicing llc obtain judgement lawyer need copy cancel order enforce multiple request many month fail supply documentation pursue recover fund steal,mc_0,Conventional adjustable mortgage (ARM)
175,apply modification ditech begin call repeatedly tell receive package ask documentation would fax mail go month finally indicate everything letter state mortgage default contact disregard take day review foreclosure notice publish property find anyone going let know type notification obviously work payoff request send,mc_1,Conventional fixed mortgage
176,mortgage bank america home purchase take thus pmi insurance current principal balance ltv ratio call bofa first time request cancel tell need low valuation report less deposit money towards state date loan suppose accord amortization schedule federal law eligible,mc_2,Conventional home mortgage
177,request loan modification due financial constraint provide numerous document rd party representative company fail make determination great month offer dee lieu option payout cash key complete form fax mortgage early assumption must valid upon return view college son receive notice home foreclose sale date,mc_1,Conventional fixed mortgage
178,receive home mortgage wells fargo first apply bank tell put value would pay loan insurance fee every month towards get later see include monthly payment question ask come eventually take year think fix issue soon possible,mc_1,Conventional fixed mortgage
179,pay mortgage full sell right nose caliber telling owe raise payment year account steal recording sale home promissory note report day late every month make bank statement show finish legal information rob,mc_3,FHA mortgage
180,mortgage company wells fargo send escrow account disclosure statement inform shortage advise document pay amount previously mention new payment would mistakenly apply eventually resolve however going call ask extra coming receive clear satisfactory explanation also tell nothing could done restore,mc_3,FHA mortgage
181,try purchase new house credit report reflect loan prior marriage record divorce decree award previous spouse residence financial responsibly dispute resolve score go point still progress get together remedy situation well possible,mc_4,VA mortgage
182,purchase home try register online make first payment company record loan information give access account prevent time ask use coupon split offer close live life excellent credit afford score lower mistake banking level call ssn answer find year fix,mc_3,FHA mortgage
183,loan servicer bayview servicing llc deny relocation assistance ground move property prior close escrow successful shortsale,mc_0,Conventional adjustable mortgage (ARM)
184,family friend use cosignercoborrower movement mortgage still put marry despite tell numerous time send sign documentationletter say deedtitle house married btw never receive copy find middle refinance get buy huge mess,mc_3,FHA mortgage
185,home mortgage ocwen loan service llc make payment problem always time even early keep send back reason receive notice tell day past due threatening take away check husband veteran pass maintain estate help friend company steal senior force foreclosure veterans wife feel able get quickly street old several issue go stress also contact governor florida support matter please save,mc_4,VA mortgage
186,last year file chapter bankruptcy reorganize real estate debt county chase bank attorney represent case deny motion stay appeal approve plan liquidate three property underwater name disburse agent two week liquidation confirm drain fund debtor possession account total k without left money leave food gas bill pay sell home would approximately equity family member homeless kid elder parent,mc_0,Conventional adjustable mortgage (ARM)
187,mortgage company us bank report payment chapter bankruptcy loan reaffirm rule also close line credit attach check account negatively part discharge,mc_1,Conventional fixed mortgage
188,file bankruptcy include mortgage intend keep always pay time bk discharge law change state must reaffirm bank never notify refuse list credit report shows year perfect payment show chase admit fell grey area say nothing want make acknowledged tell need fault customer please help get back,mc_3,FHA mortgage
189,mortgage sell carrington service point always time payment become late make line account number digit go realize error evidently neither get notify day notification come mail courtesy email phone call although use snail credit report entry compound matter take wait apply without tell subsequently also timely manner another,mc_4,VA mortgage
190,process obtain mortgage loan error credit report file bankruptcy discharge first state foreclosure proceeding start conventional real estate include purchase money second charge chapter third judgment status satisfy also,mc_4,VA mortgage
191,lady gentleme n caliber home loan mortgage company tx california program application back send require consumer notice onc e h point data apply new please find programmer regard,mc_2,Conventional home mortgage
192,contact mortgage company loancare regard remove pmi say removed year close point make payment still yet request payoff statement would rather pay rip anymore state function available hence give final amount course continue accrue interest figure top get current escrow review raise monthly put money include due,mc_3,FHA mortgage
193,mother get behind dad die adjustable mortgage wells fargo work fix rate bring current keep suggest deed lieu foreclosure even though day equity house refuse year old feel take advantage overpay month accept payment,mc_2,Conventional home mortgage
194,numerous call mortgage company wells fargo good loyal pay customer yrs get lay job apply loan shortly afterwards husband pass away struggle ever since know let behind payment last year catch nothing harass whole time go phone still day night work home front client approx cali exact number record definitely say ha c almo st mo b efore happen never miss,mc_2,Conventional home mortgage
195,suntrust mortgage give negative credit report contact bureau late payment true state unknown receive time complain due va loan read paper still continue call inform,mc_4,VA mortgage
196,contact nationstar also modification document never file county transfer,mc_2,Conventional home mortgage
197,try work lender loan modifcation refuse review modification fha advise packet send day forelclosure even know foreclosure week ago also receive letter way schedule date please help keep home,mc_3,FHA mortgage
198,try contact know go make mortgage payment far answer request afraid charge late fee else receive notification information frankly talk even rude want spend time get money send collaborate imagine happen realize surely start report past due everything pay fair somebody stop kind scam please help,mc_1,Conventional fixed mortgage
199,recently speak representative lending institution refinance loan home gather information property question look shop competitor rate fee well tell would like credit pull time state able give estimate unless rating say call back family member mortgage company business year inform new law provide small piece name social address amount income appraisal value lender require within day except security number first,mc_1,Conventional fixed mortgage
200,sign american express platinum card see advertise membership reward point spend first month spending award go redeem put block investigate account call give reason timetable investigation conclude false advertising pay bill full balance anything wrong treat like many time please help,cc_13,Advertising and marketing
201,xxxx son computer take hacker ip address fraud charge account day buy item line use underlying credit card citicard see hack reverse one merchant file paperwork provide fake show merchandise deliver house receive information go ahead citicredit refunded make every time speak tell refund keep insist correct nothing th,cc_8,Fraud
202,go credit repaircom fix credir pay almost year first help suddenly drop dramastically call lawyer regarse different problem bring attention creditrepaircom actually liscense state connecticut would like money back mislead thinking able fact honestly could live speak try repair one respond even pick phone,cc_8,Fraud
203,year purse belonging steal social security card information time thing run name whoever report police past lot fault front credit,cc_8,Fraud
204,shock review credit report find late payment date day past due sure happened believe make receive statement think monthly get,cc_0,Billing disputes
205,conversation american express credit card company confuse far exact number go use way cc handle obvious balance due pay part minimum make purchase statement amount show interest charge look odd would call tell trail previous month thinking even though word money already,cc_15,Payoff process
206,enter agreement commenity bank wherein equal payment year three day late rectify bring account current next two month make little due today receive call demand immediate acct long tell card revolving promotional apr fee apply teh revolve first remain mind one credit item put cycle even though original agree amount use money insufficient never encounter anything like feel look sure mislead,cc_0,Billing disputes
207,get new chase credit card due bonus point offer affiliated call tell spend require pay statement would hit six week time meet spending requirement shy year transfer immediately oppose need though whole objective towards companion pass correct apologized issue say nothing like move recognition feel intentionally expedite process keep threshold,cc_4,Rewards
208,pay balance due full charged interest claim accrue daily statement real nothing state call payoff figure car house loan credit card show online date allow charge,cc_15,Payoff process
209,without notice chase reinserte bill account period end charge incur dispute acknowledge call today inquire learn refuse investigate chargeback dollar retrieve car company illegally boot saturday afternoon signage picture evidence illegality note pay parking lot card day talk representative make various misstatement service provide government regulate institution merchant,cc_0,Billing disputes
210,sign card security program credit account authorize statement send electronically month could see charge date payment due call get information copy inform change late fee well unauthorized ask speak supervisior reversed refuse itemized offensive one point laugh abuse opion synchrony bank,cc_0,Billing disputes
211,chase offer reward program new customer entitle bonus number point sign minimum purchase initially transfer name account exactly match credit card fix make aware time representative tell phone order monthly statement however billing guest membership agreement state automatically end cycle accumulate prof necessary information call email several receive hel,cc_4,Rewards
212,appear rebill payment make prior statement pay full amount question balance due assuming paymentcredit new charge correct current state previous period thus instead would however apply standard accounting practice calculate less credit identify without deal time sub account get follow audited agree show incl try reconcile issue write phone communication,cc_0,Billing disputes
213,start pay loan back credit card agree balance month owe towards take ever owing receive information get concerned see never go appreciate look attach statement,cc_0,Billing disputes
214,get invalid interest charge every month although make full last statement balance due date since contact customer service many time via email message phone citi keep say valid give explanation still payment except issue resolve specialist helpful always tell sth avoid follow appr zero,cc_2,Customer service
215,someone steal identity downtown use name order different thing get apartment spend money debit card credit,cc_8,Fraud
216,account report derogatory rating troubling concerned credit recently deny loan exist increase interest rate negative cause serious financial distress continue emotional issue resolve research legal right find several item understand entitled order rectify situation ensure violate way various consumer protection law must hereby formally demand information request,cc_0,Billing disputes
217,cardholder year initial term include mo membership fee ask remove say time offer keep check today get supervisor thing since long stand customer change would option upgrade account file ever opportunity miss nt close financial person affect credit rating hold hostage low score right one make accommodation write letter post general correspondence,cc_10,Other fee
218,anniversary take wife old daughter tour stop lunch around warm sunny sit outside courtyard order ice tea lobster roll small salad womanowner give bill sign check must plus tip regular paper receipt pay bank america pen never keep copy since amount week later review bofa notice charge restaurant immediately call contest state authorize large receive letter merchant provide proof p,cc_8,Fraud
219,send credit card payment time every month charge fee form interest contact say would happen finance always bill day due thank help,cc_0,Billing disputes
220,see commercial discovercom say nt need discover card get free credit score go fill application information include social sec send app oop response something wrong email tell ask scam info even report never day thank,cc_13,Advertising and marketing
221,creditor name citibank currently day past due pay credit card continue call unauthorized hour today sunday receive attempt collect balance first second tell numerous time illegal harassment,cc_11,Delinquent account
222,promise web site would generate residual income monthly since business company receive service also long answer phone responsive email send absolute scam,cc_13,Advertising and marketing
223,aunt pass away xxxx joint credit card discover month try cancel bill get check balance despite mnthly call take corrective action,cc_1,Cancelling account
224,sign bank visa year ago come prescribe benefit pay annual fee renew us remove good stay night receive free ask refund since choose honor term agreement refused clearly breach contract cfpb get involve attach document show describe statement include,cc_13,Advertising and marketing
225,receive credit card offer mail deceased wife decease one year eight month ago place name ftc list opt solicitation attempt contact company follow instruction website privacy policy direct submit unsubscribe request yet feature exist provide alternative phone number address complaint report violate federal regulation publish bogus optout,cc_13,Advertising and marketing
226,barclay credit card offer month financial purchase laptop pass could pay charge interest close base original price retroactively suddenly see claim deferred financing write contract clearly explain signing think e unpaid part promotion time communication later email sign even graphically miss leading exactly mean fancy graphical new tool interface,cc_13,Advertising and marketing
227,previously complain discover website try access site unable allow reset password say model first car wrong know information pull another way anyway finish last complaint tell contact provide question come back assist affiliation want remediation complete total service failure need expect able help nothing otherwise litigation next,cc_2,Customer service
228,place publication non local check availability return police report file incident xxxx bank credit card payment case aspire visa account time authority would allow fraud take department like debit correct law suit conduct company settlement forgiveness vip legal notice knowledge mail letter send collection deduction wherefore ac,cc_8,Fraud
229,citi bank try collect money twice owe say past due never receive bill refuse ujpon receipt discover,cc_3,Credit card protection
230,apply online credit card pentagon federal union tell order would deposit money new account otherwise allow application prompt amount process afterward complete hit button deny never offer return purpose want begin feel deceptive business practice require opening unless approve also force refund monie take solict open unwanted,cc_13,Advertising and marketing
231,dispute account quite time low inaccuration information credit report show bank close however lnvn funding collection sell provide inaccurate amount due suppose closed limit less charge apparent reason even documentation give fact,cc_0,Billing disputes
232,talk equifax mis information account argeed delete inquiry apply themi call time speak difference rep tell come confirmation everything remove several credit include un today back totally confused action inform mail email like use reversion complaint bern add well backi proof would,cc_8,Fraud
233,approve mileageplus mp credit card chase bank offer enrollment bonus flight mile intend use solely outofstate travel purpose rarely quarterly statement end show thought would adjust minimum payment purchase within day receive process say make requirement program later learn require recently realize accredit since still account call request balance original cardmember agreement copyright state n,cc_4,Rewards
234,hello call citibank total three time unresolved issue account lock request phone verification order verify identity provide home number father authorize user reference back bank refuse ask fax well social security card currently live work abroad unable uncomfortable sensitive information,cc_2,Customer service
235,previously contact barclay bank regard inaccurate information list credit report speak extension inform balance could settle ask full account number informed call couple week later representative name would delete file complaint receive correspondence office president validate another dispute consumer financial protection bureau respond state accurate correct invalid,cc_2,Customer service
236,bank america misreporte balance credit card pay year ago notice still report check write dispute bureaus however nothing resolve show please assist,cc_15,Payoff process
237,discover credit card nc raise minimum amount due without notification call see offer opportunity discontinue use closing account thereby pay would owe next bill reflect new rate find scamme state close send letter dispute meanwhile come yesterday include past warn late fee apr increase,cc_1,Cancelling account
238,attempt cancel macy credit card recently tell everything would set couple week realize still balance explain call macys informed charge interest due fact last bill pay despite automatic payment discussion agree remove however never another back inform removed unable provide kind confirmation offer confirm ask speak customer service representative hope find someone able direct contact information instead simply hang throughout process indicate website function correctly,cc_0,Billing disputes
239,american express year apply payment minimum high apr balance numerous attempt deal situation end form letter send complaint close,cc_0,Billing disputes
240,make purchase use discover card run promotion offer cash back pay promise,cc_4,Rewards
241,sick misdiagnose physician six week begin recovery late pay good buy statement due illness entire bill receive charge amount agauin additional interest today ask phone letter remove fee refuse state justifiable,cc_2,Customer service
242,old debt still show credit statue limitation past year,cc_1,Cancelling account
243,credit card daughter chase visa limit year work fine hit get call purchase deny month allow run yes bill complain say happen time standard practice simply business someone put stop,cc_13,Advertising and marketing
244,discover card account year last xxxx fraudulent charge appear call tell make take month later receive mail say liable contact get police report send still would come cell phone verify record email copy show dollar want pay,cc_8,Fraud
245,dear consumer financial protection bureau name wells fargo visa signature card end receive letter xxxx note suspicious charge account particular activity continue would close valid however follow direction make additional whatsoever state exactly direct log online day afterwards credit without warn importantly go far reward post wrong companybank di,cc_4,Rewards
246,credit card chase visa offer rebate home improvement purchase approx hard wood floor carpeting tile pr month refuse give state point list classified covering sorry exactly talk cs rep ask buy product would consider reply yes store classify transfer someone ladder tell could basically blockade speak anyone authority correct problem come code,cc_4,Rewards
247,chase currently report charge credit card pay year ago dispute account bureaus directly still remove attach proof collection agency,cc_0,Billing disputes
248,credit card capital one abruptly suspend usage due suspect fraud submit license verify identity still restriction account,cc_8,Fraud
249,restore dispute pagedo lock outrespond mysecure messagesrefund late fee reversal payment stop control make,cc_0,Billing disputes
250,file complaint pay fraudulent charge macy amex card still resolve call customer service tell would investigate give answer nothing happened back spend hour phone svce rep supervisor waive remove finance interest bring balance receive statement bill record last another issue absolutely happen problem credit score rating drop point notify account delinquent macys rec,cc_2,Customer service
251,credit card customer service answer hold hour,cc_2,Customer service
252,apply receive chase sapphire prefer credit card select read consumer report website come point bonus spending among benefit list paper attach mention brochure describe also fine print cardholder agreement call customer service inquire assure would get press nothing write need something good could offer send generic letter reference number everyone change tomorrow effect spend show close account,cc_13,Advertising and marketing
253,receive dispute result capital one initially late remove trade line together thus damage credit score typical blame game another tell incorrectly process would need send assertion letter agency yesterday verbally confirm still write confirmation state may take billing cycle assert thing concern seemingly recourse unsure rescore unable access market time bring undue hardship essentially report go wrong potential resolution day mention never address actual first place,cc_12,Other
254,apply care credit card synchronicity bank application approve use emergency veterinary appointment spring pay balance full period month since time cat life threaten take vet charge decline today speak tell last present day run report decide close account never receive notice cause major scramble come fund along undue embarrassment rating improve degraded therefore reason give ring true believe cancel due inactivity carry balan,cc_1,Cancelling account
255,mom old always time month nt pay bill day late mind preoccupy health uncle hard accept fee call say rightfully due become really upset understand refund account courtesy happy supervisor attitude especially bad customer service experience bank never problem,cc_2,Customer service
256,deceptive advertising citi card apply approve new citiaadvantage platinum select credit even receive documentation another offer well benefit additional air mile translate roughly value call ask tell though multiple acount good customer however term condition letter clearly state valid account exist aadvantage cardmember eligible say anything recent also refuse honor decide close open,cc_13,Advertising and marketing
257,pay minimum payment time chase bank almost immediately receive email confirm alert assess late fee call spoke rep tell issue system give process reverse eventually within day acknowledge however around additional deduct check account enough money cover second deduction charge overdraft certain log make insist refuse like state early first thing initial warning,cc_2,Customer service
258,use convienance check deposit money account charge fee bad comparable card special first bill come minimum payment high pay thought add transfer month receive statement call company chase tell balance say term never see credit ask suspect purpose make sure people late raise interest rate,cc_15,Payoff process
259,citicard change credit report without notify call number request per fair debt practice act send company letterhead amount state past due agree full settlement payment receive confirmation letter receipt complete release would mail back address file identiy theft several time life long give social birthdate info require law refuse bill pay personal even though last way could check help balance,cc_15,Payoff process
260,effort establish individual line credit wife decide obtain card name explore many option available base need elect barclay dividend master annual fee specifically retire travel often visit child state offer companion ticket year one day pass club would greatly assist expense retirement right choice us application make approve xxxx time literature correspondence inform go replace barclays bank delaware less benefit shortly pay first charge notify convert review new find,cc_13,Advertising and marketing
261,receive invitation apply code enter progressive socially responsible company addition credit card cell phone customer several year fully expect immediately approve former pretty good score late payment also currently issue bank get let know day kind upset however letter state flatly deny bankruptcy call emailed generic answer course certainly entitle choose want concern even fine print offer people need,cc_5,Credit determination
262,keep receive phone call debt collection agency mid atlantic threaten potential judgement regard claim look credit report account mentioning also mention assume another card company possibly buy neither one pay multiple throughout past year time via website confirmation letter either email mail print receipt make payment say creditdebit prepay tell nt internet money order would wait hear get non stop several month,cc_15,Payoff process
263,capital one pull credit report every month time past year soft inquire look well try obtain mortgage also send pile junk mail continuously husband frustrating call resolve issue transfer many without resolution,cc_13,Advertising and marketing
264,purchase appliance hhgregg around year ago salesperson tell save money open credit card account interest free make payment last month shocked balance go explain really defer place long business store close good faith take look final amount unethical loan keep never pay retire week pension honestly believe like one solid wood cabinet feel deceive pressure know clause,cc_15,Payoff process
265,loss income unable pay apr charge raise maximum discover bank debt collector attorneys refuse allow payment agreement unless additional fee addition card work client account turn collection attorney continue add interest outstanding amount originally owe,cc_15,Payoff process
266,member bank many year obtain cash advance amount union xxxxyyyy xxxx interest rate promotion time use first card service always make monthly payment never late start receive phone call charge fee post confirmation number account transfer back new visa since inquire increase tell seem rather strange statement reflect still show responsible accord representa,cc_6,Cash advance fee
267,citi credit card year discover fraudulent charge immediate notify close anda new issue one place use fraudulently recieve see bill next month contact dispute back tell get help stop need,cc_0,Billing disputes
268,bad customer experience citibank become provider credit card call service time today go identification process disconnected automate message say sorry later citi unable provide information need regard personal finance billing report question,cc_2,Customer service
269,contact yesterday business phone debt collector speak legal dept call left message say claim back advise owe bank previous name hold year state peruse law suit credit card date first delinquency charge offhe send letter home offer settle amount tell likely ex husband give bad point go good come get finger pointing session take court judgement garnish wage,cc_2,Customer service
270,attempt cancel credit card give constant run around ask speak supervisor tell would call back hour say annual fee payment still pay refunded day via check mail wait time order minute citi bank center name agent could send refund,cc_1,Cancelling account
271,hi cfpb hope well writing regard wells fargo credit card ironic truth surface questionable moral compass solicit wf help multiple time course past couple year state never need barely use anymore pay minimum acceptable form payment unless exorbitant interest charge late fee continue accrue mention reduce limit without consent seriously damaging ask option specifically express balance transfer partner anthing give customer service area disappoint loyal,cc_10,Other fee
272,exist well fargo platinum card holder apply approve wells visa signature r promotion earn reward point gas grocery drugstore net purchase month receive new find offer load account term condition product https wwwwellsfargocomcreditcardsvisasignatureterm nowhere mention customer feel baitandswitch,cc_13,Advertising and marketing
273,regard rci mastercard barclaycard set automate payment online banking transfer year ago happen without problem learn owe dollar late fee unexpected give call tell interest rate change know anyway proceed pay also ask balance amount could full get statement indicate close note make use whatsoever credit card representative say leave last insist want b,cc_7,APR or interest rate
274,receive letter american express late believe less state interest rate credit card adjust nearly triple almost year reason one wherein anything default term condition like call address matter tell need align product well alignment market standard due subjective business decision word order contest change require go though appeal process supervisor speak say would submit understand agreement stellar relationship long time never pay etc within three day mail fico score good amex still choose raise,cc_7,APR or interest rate
275,dispute transaction capital one credit card since company bill without authority stage provide payment slip signature authorse charge follow team take ownership problem clearly unauthorised refunded back,cc_3,Credit card protection
276,xxxx call chase bank card see low interest rate something reasonable could pay account already close due default tell trouble balance jeopardy lose job refuse anything fast forward full go online say today fee post speak woman name believe hear right get another bill week correct waive inclined understand statement closing date case prior fra,cc_15,Payoff process
277,reference previous complaint follow phone number contact effect handle go listen call etc would send letter investigation complete respond well good change recur payment per month like request tell make fact one already time point lose thing original customer service rep instruction pathetic three complain also rude keep say,cc_2,Customer service
278,credit repair contract include make payment debt pay score increase receive call collector try park view line disconnect unable reach assistance,cc_8,Fraud
279,xxxx become victim irs impersonation scam call scammer tell income tax return defaulter ask buy card send code clearing outstanding amount also accept chance start law enforcement proceeding may put behind bar event use discover credit buying recharge similarly another thus total next day get touch local police authority share detail entire open case identity theft fraudulent suggest raise claim talk oncall executive matter listen cooperate wit,cc_8,Fraud
280,file number complaint sear mastercard find company charge late fee fact check write amount due postmark least week prior date reference appear sears process leave consumer pay,cc_14,Late fee
281,pay monthly balance capital one full month hold available credit anywhere day receive payment make ask fund would released check account today case contact period last change date flat lied try cover claim random occur every single get answer dodge question disconnect call andor chat session,cc_2,Customer service
282,bank america visa card balance approximately interest use remain available credit transfer offer month zero transaction fee tell minimum monthly payment go first pay principal low fact even charge high add deceptive practice please help apply account subject rate,cc_15,Payoff process
283,dispute interest charge write complaint yet receive response think tila require within day file resolve bank america still violation,cc_2,Customer service
284,set settlement agreement nfcu tell upon completion arrangement would remove report balance settle less amount owe credit trade line completely simply lessen pay closed account promise either reporting agency well,cc_15,Payoff process
285,discover card year today receive follow email important information accountfrom customer servicedate pmdear action need recent account review indicate income may outdated require federal regulation current file order service satisfy future credit please take moment update privacy always keep secure simply click mobile app log select profile setting menu submenu also call hour day week appreciate business opportunity thank choose sincerely r,cc_5,Credit determination
286,today mail letter material automatic upgrade wells fargo visa signature card senior vp credit unfortunately consist word small font explain benefit program main cover contain confusing sometimes contradictory wording call customer service attempt get clarity offer representative phone unable help seem unfamiliar really want know different compare right obfuscation mindboggle,cc_13,Advertising and marketing
287,customer capital one year tell open account would receive increase help build credit yet see either apply several time result know multiple people get limit within month mine,cc_13,Advertising and marketing
288,xxxxten year ago use us bank credit card buy line realize spend owe interest rate late fee amount skyrocketedi get debt remain live inheritance find job pay hr usb want money bad way could keep monthly payment less anyway decide stop letter phone call start tell care go fly kite word man profanity harassment continue feel repay finally make deal mo long story short read article abou,cc_12,Other
